edit_id,malformed-header-allow,malformed-header-call-id,malformed-header-contact,malformed-header-content-length,malformed-header-content-type,malformed-header-cseq,malformed-header-expires,malformed-header-from,malformed-header-max-forwards,malformed-header-p-asserted-identity,malformed-header-rack,malformed-header-record-route,malformed-header-route,malformed-header-rseq,malformed-header-sdp-a,malformed-header-sdp-b,malformed-header-sdp-c,malformed-header-sdp-i,malformed-header-sdp-k,malformed-header-sdp-m,malformed-header-sdp-o,malformed-header-sdp-r,malformed-header-sdp-s,malformed-header-sdp-t,malformed-header-sdp-v,malformed-header-sdp-z,malformed-header-to,malformed-header-via,malformed-request-line
global,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard,discard
