edit_id,action,application-list,auto-asic-offload,av-profile,comments,dstaddr,dstintf,groups,inspection-mode,internet-service,internet-service-name,ips-sensor,logtraffic,name,nat,np-acceleration,port-preserve,schedule,service,srcaddr,srcintf,ssl-ssh-profile,status,timeout-send-rst,users,utm-status,uuid,webfilter-profile,ztna-ems-tag,ztna-status
228,accept,,,,Clone of 213,DOSSB_KK-192.168.13.0/24,toKK_secondary,,,,,,,,,,,always,ALL,Server-192.168.42.0/24,port10,,,,,,2aa17acc-38cf-51ed-4506-d01c00a4a6c4,,,
229,accept,,,,Clone of 228,DOSSB_KK-192.168.13.0/24,to_KK,,,,,,,,,,,always,ALL,Server-192.168.42.0/24,port10,,,,,,62665dc4-38cf-51ed-13d7-a827c8b81bfb,,,
23,accept,deleum application control,,,Reverse of 22,Server-192.168.42.0/24,port10,,,,,high_security,all,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,77f0a51a-673f-51e9-82fa-4beeacca5f0f,deleum_webfilter,,
230,accept,,,,Clone of 205,Server-192.168.42.0/24,port10,,,,,default,all,,,,,always,ALL,DOSSB_KK-192.168.13.0/24,toKK_secondary,certificate-inspection,,,,enable,a8ab1d92-38cf-51ed-19a0-458bb98890c3,,,
231,accept,,,,Clone of 230,Server-192.168.42.0/24,port10,,,,,default,all,,,,,always,ALL,DOSSB_KK-192.168.13.0/24,to_KK,certificate-inspection,,,,enable,cd3b03ac-38cf-51ed-f72c-923da70347be,,,
232,accept,,,,Clone of 212,DOSSB_KK-192.168.13.0/24,toKK_secondary,DeleumHQ_SSO_user,,,,high_security,,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,0d03305e-38d0-51ed-335a-4508edd20f77,,,
233,accept,,,,Clone of 232,DOSSB_KK-192.168.13.0/24,to_KK,,,,,high_security,disable,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,disable,,,enable,44587708-38d0-51ed-09d6-79563b4b8d6e,,,
234,accept,,,,Clone of 175,DOSSB_KK-192.168.13.0/24,toKK_secondary,SSL_VPN_HQ,,,,,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,,,,,,f8347eba-38e5-51ed-4449-67554b5d8401,,,
235,accept,,,,Clone of 234,DOSSB_KK-192.168.13.0/24,to_KK,SSL_VPN_HQ,,,,,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,,,,,,2cfa5ca0-38e6-51ed-a17a-83749b41ceed,,,
236,accept,,,,,ICT_HQ_192.168.111.0/24,toIT_secondary,SSL_VPN_HQ,,,,high_security,,,,,,always,ALL,SSL_VPN_HQ_new,ssl.root,certificate-inspection,,,,enable,603a7038-c728-51ee-c6f0-0b067c8927dd,,,
237,accept,,,,Clone of 116 (Copy of 218),DOSSB_Miri-192.168.5.0/24,Miri_secondary,DeleumHQ_SSO_user,,,,high_security,,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,4b8ec782-7478-51ed-2d85-51c25afa162a,,,
238,accept,,,,Clone of 112 (Copy of 212),Miri_WS-192.168.8.0/24,MiriWHsecondary,DeleumHQ_SSO_user,,,,high_security,,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,95b8547c-7478-51ed-fc01-5211a7c82392,,,
239,accept,,,,Clone of 232 (Copy of 233),DOSSB_KK-192.168.13.0/24,to_KK,DeleumHQ_SSO_user,,,,high_security,,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,89d1c2a0-7479-51ed-7c6f-305eaa7a3243,,,
240,accept,,,,Clone of 131 (Copy of 195),DPSB_TK_new_192.168.7.0/24,to_TKY,DeleumHQ_SSO_user,,,,high_security,,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,abae76ca-7479-51ed-e71f-1e057c21fe36,,,
241,accept,,,,Clone of 110 (Copy of 131),DPSB_CKJ_192.168.14.0/24,to_CKJ_unifi,,,,,high_security,,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,disable,,,enable,f2363d16-747a-51ed-bb16-3351f165e47e,,,
242,accept,,,,Clone of 129 (Copy of 176),DPSB_CKJ_192.168.14.0/24,toCKJ_secondary,,,,,high_security,,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,disable,,,enable,275fb62a-747b-51ed-07b1-e61c29fd1bdf,,,
243,accept,,,,Clone of 142 (Copy of 146),DOSSB_KSB-192.168.4.0/24,toDOSSB_KSB,,,,,high_security,,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,3c9fde84-747b-51ed-942d-63bfb66465af,,,
244,accept,,,,Clone of 212 (Copy of 232),DOSSB_KK-192.168.13.0/24,toKK_secondary,,,,,high_security,disable,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,disable,,,enable,6b62bcf0-747b-51ed-2619-7485f10f4c6c,,,
245,accept,,,,Clone of 176 (Copy of 203),DOSSB_KSB-192.168.4.0/24,toKSB_secondary,,,,,high_security,,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,disable,,,enable,83cb513a-747b-51ed-08df-f6e5ed9b3c46,,,
246,accept,,,,Clone of 195 (Copy of 196),DPSB_TK_new_192.168.7.0/24,toTKY_secondary,,,,,high_security,,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,disable,,,enable,c6398596-747b-51ed-6d4a-d836b0e3221a,,,
247,accept,,,,Clone of 169 (Copy of 133),FAZ200F_192.168.30.2,port5,,,,,,,,,,,always,ALL,ICT_HQ_192.168.111.0/24,toIT_fromHQ,certificate-inspection,,,,,baa23924-777a-51ed-da66-db6f7efa022a,,,
248,accept,,,,Clone of 169 (Copy of 133) (Copy of 247) (Reverse of 247),ICT_HQ_192.168.111.0/24,toIT_fromHQ,,,,,,,,,,,always,ALL,FAZ200F_192.168.30.2,port5,certificate-inspection,,,,,2c6b7958-777b-51ed-367f-913d782ecaee,,,
249,accept,deleum application control for IOS,,,,all,virtual-wan-link,,proxy,,,,all,quic allowed,enable,,,always,ALL,exclude QUIC,port6,certificate-inspection,,,,enable,88343182-4df7-51ee-feb5-6bd377779a87,wifi_ deleum_webfilter,,
25,accept,deleum application control,,default,Reverse of 20,Server-192.168.42.0/24,port10,,,,,high_security,all,,,,,always,ALL,Biometric-192.168.10.0/24,port8,certificate-inspection,disable,,,enable,ee118264-673f-51e9-092a-97060a56f441,deleum_webfilter,,
250,accept,,,,,DOSSB_Labuan-192.168.2.0/24,toLabuan,,,,,,disable,,,,,always,ALL,FAZ200F_192.168.30.2,port5,,,,,,47ab661a-830f-51ee-a465-0e1df0a4ec20,,,
251,accept,,,, (Reverse of 250),FAZ200F_192.168.30.2,port5,,,,,,disable,,,,,always,ALL,DOSSB_Labuan-192.168.2.0/24,toLabuan,,,,,,90f0f72c-830f-51ee-ac46-e9d0adce0955,,,
252,accept,,,,,Server-192.168.42.0/24,port10,,,,,default,,,,,,always,ALL,DOSSB_Labuan-192.168.2.0/24,toLabuan,certificate-inspection,,,,enable,d7e23efc-830f-51ee-7947-89cf10f9816a,,,
253,accept,,,,,DOSSB_Labuan-192.168.2.0/24,toLabuan,,,,,default,,,,,,always,ALL,Server-192.168.42.0/24,port10,certificate-inspection,,,,enable,119c641a-8310-51ee-2867-3034ea05740f,,,
254,accept,,,,,DOSSB_Labuan-192.168.2.0/24,toLabuan,SSL_VPN_HQ,,,,default,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,certificate-inspection,,,,enable,ff15ae22-8310-51ee-d509-3a90e36a1694,,,
255,accept,,,,,DOSSB_Labuan-192.168.2.0/24,toLabuan,,,,,default,,,,,,always,ALL,pulse_new_172.16.0.0/24,port11,certificate-inspection,,,,enable,9e9d12f0-8311-51ee-5ea0-b1bf11a5857d,,,
256,accept,,,, (Reverse of 255),pulse_new_172.16.0.0/24,port11,,,,,default,,,,,,always,ALL,DOSSB_Labuan-192.168.2.0/24,toLabuan,certificate-inspection,,,,enable,f03c047c-8311-51ee-bc6d-f38a92712482,,,
257,accept,,,,,DOSSB_Labuan-192.168.2.0/24,toLabuan,,,,,default,,,,,,always,ALL,Trust-192.168.0.0/23,port9,certificate-inspection,,,,enable,20179c92-8312-51ee-fa32-7ef31ce7c3be,,,
258,accept,,,,,DOSSB_Labuan-192.168.2.0/24,toLabuan_second,,,,,default,,,,,,always,ALL,Server-192.168.42.0/24,port10,certificate-inspection,,,,enable,79c6a8fa-8312-51ee-a08f-12c9445e47f2,,,
259,accept,,,,,DOSSB_Labuan-192.168.2.0/24,toLabuan_second,,,,,default,,,,,,always,ALL,pulse_new_172.16.0.0/24,port11,certificate-inspection,,,,enable,82cf9e7a-8312-51ee-388f-483c4427d51a,,,
26,accept,,,,,Trust-192.168.0.0/23,port9,,,,,default,all,,,,,always,ALL,Biometric-192.168.10.0/24,port8,certificate-inspection,,,,enable,3dfda2b2-6740-51e9-8f76-ba48dd746db8,,,
260,accept,,,,,DOSSB_Labuan-192.168.2.0/24,toLabuan_second,,,,,default,,,,,,always,ALL,Trust-192.168.0.0/23,port9,certificate-inspection,,,,enable,91952d30-8312-51ee-a65b-6ac757d79566,,,
261,accept,,,,,DOSSB_Labuan-192.168.2.0/24,toLabuan_second,SSL_VPN_HQ,,,,default,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,certificate-inspection,,,,enable,a19f5764-8312-51ee-40dd-03d57869a817,,,
262,accept,,,,,DOSSB_Labuan-192.168.2.0/24,toLabuan_second,,,,,,disable,,,,,always,ALL,FAZ200F_192.168.30.2,port5,,,,,,ae653626-8312-51ee-ee85-50fe6fcb4ccc,,,
263,accept,,,, (Reverse of 258),Server-192.168.42.0/24,port10,,,,,default,,,,,,always,ALL,DOSSB_Labuan-192.168.2.0/24,toLabuan_second,certificate-inspection,,,,enable,e0072800-8313-51ee-6ff1-6568c6d34172,,,
264,accept,,,, (Reverse of 259),pulse_new_172.16.0.0/24,port11,,,,,default,,,,,,always,ALL,DOSSB_Labuan-192.168.2.0/24,toLabuan_second,certificate-inspection,,,,enable,1cefd29e-8314-51ee-f0c8-a5e8a3728a6a,,,
265,accept,,,, (Reverse of 262),FAZ200F_192.168.30.2,port5,,,,,,disable,,,,,always,ALL,DOSSB_Labuan-192.168.2.0/24,toLabuan_second,,,,,,a9db52e6-8314-51ee-b9b4-7d51e08367a1,,,
266,accept,deleum application control,,default,,all,virtual-wan-link,,,,,high_security,,,enable,,,always,ALL,"DBATT_192.168.10.7, CCTVnvr_192.168.10.8",port8,certificate-inspection,,,,enable,71a4eada-8527-51ee-8d5b-66e3188bd132,deleum_webfilter,,
267,accept,,,, (Copy of 185) (Copy of ),"croudstrike1, croudstrike2",virtual-wan-link,,,,,,all,,enable,,,always,HTTPS,server_no_internet,port10,,,,,,38893194-95a1-51ef-6fc0-9def5b9ad54e,,,
268,accept,,,,Clone of 111 (Copy of 187) (Copy of ),Miri_DTS_192.168.6.0/24,toMiri_DTS,,,,,,disable,,,,,always,ALL,FAZ200F_192.168.30.2,port5,,,,,,209cf85a-d8c6-51ef-ea8c-2b60fb825bb9,,,
269,accept,,,,,Miri_DTS_192.168.6.0/24,toMiri_DTS,DeleumHQ_SSO_user,,,,high_security,disable,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,817ffb9a-d8c6-51ef-1918-13bc6049ceaf,,,
270,accept,,,,,Miri_DTS_192.168.6.0/24,toMiri_DTS,,,,,,,,,,,always,ALL,Server-192.168.42.0/24,port10,,,,,,84bdf366-d8c6-51ef-c4d7-16e874892368,,,
271,accept,,,,,Miri_DTS_192.168.6.0/24,toMiri_DTS,SSL_VPN_HQ,,,,,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,,,,,,06579502-d8c8-51ef-862b-ff21ec4eb1e0,,,
272,accept,,,,,Miri_DTS_192.168.6.0/24,toMiri_DTS,,,,,default,all,,,,,always,ALL,pulse_new_172.16.0.0/24,port11,certificate-inspection,,,,enable,bad7a32e-d8c7-51ef-0f0e-eb62847adec3,,,
273,accept,,,,Clone of 111 (Copy of 187) (Copy of ) (Reverse of 268),FAZ200F_192.168.30.2,port5,,,,,,disable,,,,,always,ALL,Miri_DTS_192.168.6.0/24,toMiri_DTS,,,,,,4091d188-d8c8-51ef-ae11-1c34731d3154,,,
274,accept,,,, (Reverse of 270),Server-192.168.42.0/24,port10,,,,,default,all,,,,,always,ALL,Miri_DTS_192.168.6.0/24,toMiri_DTS,certificate-inspection,,,,enable,4e23da1c-d8c8-51ef-8d32-34b1823f422d,,,
275,accept,,,,,Miri_DTS_192.168.6.0/24,MiriDTS_second,,,,,,disable,,,,,always,ALL,FAZ200F_192.168.30.2,port5,,,,,,86a30d4c-d8cb-51ef-8d48-2a897d7ac77b,,,
276,accept,,,,,Miri_DTS_192.168.6.0/24,MiriDTS_second,,,,,default,all,,,,,always,ALL,pulse_new_172.16.0.0/24,port11,certificate-inspection,,,,enable,b1ef7bb6-d8cb-51ef-996a-6b9bf8c4b17e,,,
277,accept,,,,,Miri_DTS_192.168.6.0/24,MiriDTS_second,,,,,,,,,,,always,ALL,Server-192.168.42.0/24,port10,,,,,,bc1f39dc-d8cb-51ef-60f3-4387a53231e6,,,
278,accept,,,,,Miri_DTS_192.168.6.0/24,MiriDTS_second,SSL_VPN_HQ,,,,,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,,,,,,c3fa443a-d8cb-51ef-68cd-0531e51bd07b,,,
279,accept,,,,,FAZ200F_192.168.30.2,port5,,,,,,disable,,,,,always,ALL,Miri_DTS_192.168.6.0/24,MiriDTS_second,,,,,,cb1e3b68-d8cb-51ef-08c9-9e4350b2817b,,,
280,accept,,,,,Server-192.168.42.0/24,port10,,,,,high_security,all,,,,,always,ALL,Miri_DTS_192.168.6.0/24,MiriDTS_second,certificate-inspection,,,,enable,d30a2616-d8cb-51ef-55e8-43eea49b1f8d,,,
281,accept,,,, (Copy of 269) (Copy of ),Miri_DTS_192.168.6.0/24,MiriDTS_second,DeleumHQ_SSO_user,,,,high_security,disable,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,e093aaf0-d8cb-51ef-66fa-e0495c98bc75,,,
282,accept,,,, (Copy of 269) (Copy of ),Bintulu1_192.168.11.0/24,toBintulu1,DeleumHQ_SSO_user,,,,high_security,disable,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,b9d20102-2afe-51f0-bbd7-313e008f6d44,,,
283,accept,,,,,Bintulu1_192.168.11.0/24,toBintulu1,SSL_VPN_HQ,,,,default,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,certificate-inspection,,,,enable,d7ece4f4-2afe-51f0-ddca-04ef73a66c7a,,,
284,accept,,,,,Bintulu1_192.168.11.0/24,toBintulu1,,,,,default,,,,,,always,ALL,Server-192.168.42.0/24,port10,certificate-inspection,,,,enable,e7814cd4-2afe-51f0-34a2-011f674da2bd,,,
285,accept,,,,,Bintulu1_192.168.11.0/24,toBintulu1,,,,,default,disable,,,,,always,ALL,FAZ200F_192.168.30.2,port5,certificate-inspection,,,,enable,f8005bd6-2afe-51f0-74a5-6fb7f05d157d,,,
286,accept,,,, (Reverse of 285),FAZ200F_192.168.30.2,port5,,,,,default,disable,,,,,always,ALL,Bintulu1_192.168.11.0/24,toBintulu1,certificate-inspection,,,,enable,b5c4f7be-2b02-51f0-35f6-81f7bb18706e,,,
287,accept,,,, (Reverse of 284),Server-192.168.42.0/24,port10,,,,,default,,,,,,always,ALL,Bintulu1_192.168.11.0/24,toBintulu1,certificate-inspection,,,,enable,c7ab7caa-2b02-51f0-ccd4-50800dfad3a0,,,
288,accept,,,, (Copy of 285) (Copy of ),Bintulu2-192.168.3.0/24,toBintulu2,,,,,default,disable,,,,,always,ALL,FAZ200F_192.168.30.2,port5,certificate-inspection,,,,enable,4f47054e-2bdf-51f0-40fd-f799f8f226da,,,
289,accept,,,,,Bintulu2-192.168.3.0/24,toBintulu2,,,,,default,,,,,,always,ALL,Server-192.168.42.0/24,port10,certificate-inspection,,,,enable,554b9766-2bdf-51f0-44fd-b684d110cea6,,,
290,accept,,,,,Bintulu2-192.168.3.0/24,toBintulu2,SSL_VPN_HQ,,,,,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,,,,,enable,5dc7d2b0-2bdf-51f0-6340-63d14cd21311,,,
291,accept,,,,,Bintulu2-192.168.3.0/24,toBintulu2,DeleumHQ_SSO_user,,,,high_security,disable,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,d0f6f162-2bdf-51f0-24fe-11bd6b3e24a1,,,
292,accept,,,,,FAZ200F_192.168.30.2,port5,,,,,default,disable,,,,,always,ALL,Bintulu2-192.168.3.0/24,toBintulu2,certificate-inspection,,,,enable,dee87ca0-2bdf-51f0-534b-d06790417c0d,,,
293,accept,,,, ,Server-192.168.42.0/24,port10,,,,,default,,,,,,always,ALL,Bintulu2-192.168.3.0/24,toBintulu2,certificate-inspection,,,,enable,e6904c4e-2bdf-51f0-3bc9-81183b9fb512,,,
294,accept,,,,,Bintulu1_192.168.11.0/24,Bintulu1_second,SSL_VPN_HQ,,,,default,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,certificate-inspection,,,,enable,45fce0f0-2bf6-51f0-eabf-b76d5aaa5e1e,,,
295,accept,,,,,FAZ200F_192.168.30.2,port5,,,,,default,disable,,,,,always,ALL,Bintulu1_192.168.11.0/24,Bintulu1_second,certificate-inspection,,,,enable,4deff4c8-2bf6-51f0-92c3-8e35ce834bda,,,
296,accept,,,,,Server-192.168.42.0/24,port10,,,,,default,,,,,,always,ALL,Bintulu1_192.168.11.0/24,Bintulu1_second,certificate-inspection,,,,enable,551d1b90-2bf6-51f0-6da2-4acd781397cb,,,
297,accept,,,, ,Bintulu1_192.168.11.0/24,Bintulu1_second,DeleumHQ_SSO_user,,,,high_security,disable,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,5cca81d4-2bf6-51f0-031b-e0a66dec4d21,,,
298,accept,,,,,Bintulu1_192.168.11.0/24,Bintulu1_second,,,,,default,disable,,,,,always,ALL,FAZ200F_192.168.30.2,port5,certificate-inspection,,,,enable,650d64d8-2bf6-51f0-514a-4d15ef721d8b,,,
299,accept,,,,,Bintulu1_192.168.11.0/24,Bintulu1_second,,,,,default,,,,,,always,ALL,Server-192.168.42.0/24,port10,certificate-inspection,,,,enable,6bf948a2-2bf6-51f0-877f-5290803562f5,,,
3,accept,,,,,Server-192.168.42.0/24,port10,,,,,default,,",",,,,always,ALL,"DOSSB_Labuan_Leased_Line-10.10.2.0/24, DOSSB_Labuan-192.168.2.0/24",HQ_Vlan20,certificate-inspection,disable,,,enable,d6be80c0-6736-51e9-39c6-17e1ebedef93,,,
300,accept,,,, (Copy of 290) (Copy of ),Bintulu2-192.168.3.0/24,Bintulu2_second,SSL_VPN_HQ,,,,,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,,,,,enable,ee7385a2-2bf8-51f0-d4a6-5f78110c3c21,,,
301,accept,,,,,Bintulu2-192.168.3.0/24,Bintulu2_second,,,,,default,,,,,,always,ALL,Server-192.168.42.0/24,port10,certificate-inspection,,,,enable,f75e5c96-2bf8-51f0-b1de-52c975162656,,,
302,accept,,,,,Bintulu2-192.168.3.0/24,Bintulu2_second,,,,,default,disable,,,,,always,ALL,FAZ200F_192.168.30.2,port5,certificate-inspection,,,,enable,ff8ef48e-2bf8-51f0-2745-672b4040e4ca,,,
303,accept,,,, (Copy of 292) (Copy of ),FAZ200F_192.168.30.2,port5,,,,,default,disable,,,,,always,ALL,Bintulu2-192.168.3.0/24,Bintulu2_second,certificate-inspection,,,,enable,110416ea-2bf9-51f0-affc-f01bd83c4a99,,,
304,accept,,,,  (Copy of 293) (Copy of ),Server-192.168.42.0/24,port10,,,,,default,,,,,,always,ALL,Bintulu2-192.168.3.0/24,Bintulu2_second,certificate-inspection,,,,enable,188203c8-2bf9-51f0-8aef-74bc46ff8569,,,
305,accept,,,,,Bintulu2-192.168.3.0/24,Bintulu2_second,DeleumHQ_SSO_user,,,,high_security,disable,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,202d6ca2-2bf9-51f0-da25-eb576540f9e7,,,
311,accept,deleum application control,,default,,all,port10,,,,,high_security,all,FortiClient_IPSEC,enable,,disable,always,ALL,all,FortiClient,certificate-inspection,,,,enable,c2526458-5e01-51f0-a620-33b1710d36f3,deleum_webfilter,EMS1_ZTNA_Deleum_ADUser,enable
312,accept,deleum application control,,,VPN: Test_IPSEC_2 (Created by VPN wizard) (Copy of vpn_Test_IPSEC_2_remote_1) (Copy of ),all,virtual-wan-link,,,,,,all,FortiClient_IPSEC_Internet,enable,,,always,ALL,all,FortiClient,certificate-inspection,,,,enable,da35f8b2-6065-51f0-33a9-e20e34dc63f2,deleum_webfilter,,
313,,,,, (Copy of FortiClient_IPSEC) (Copy of ),all,port10,,,,,,disable,FortiClient_IPSEC_Deny,,,,always,ALL,all,FortiClient,,,,,,88ecbce6-6067-51f0-2a05-20277553ff4c,,"EMS1_ZTNA_Not_Log_Domain_Name, EMS1_ZTNA_Deleum_CriticalVul",enable
32,accept,,,,,banking,virtual-wan-link,,proxy,,,,all,,enable,,,always,ALL,Trust-192.168.0.0/23,port9,,disable,,,,92fc45fa-6814-51e9-be68-e852c7e3009f,,,
33,accept,deleum application control,,,,all,virtual-wan-link,,proxy,,,high_security,all,,enable,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,b5eecc68-6814-51e9-ac53-046e88700025,deleum_webfilter,,
34,accept,deleum application control,,,,Biometric-192.168.10.0/24,port8,,,,,high_security,all,,,,,always,ALL,Trust-192.168.0.0/23,port9,certificate-inspection,,,,enable,e3cc0802-6815-51e9-19bf-8c3a9189234c,deleum_webfilter,,
36,accept,deleum application control,,,,unifi_VIP_server,port10,,,,,high_security,all,,,,,always,Web Access,all,virtual-wan-link,certificate-inspection,,,,enable,a4000142-681a-51e9-beb1-588bd3449a80,,,
39,accept,deleum application control,,,,all,virtual-wan-link,,proxy,,,,all,,enable,,,always,ALL,HQ_Wifi_User-10.10.10.0/23,port6,certificate-inspection,,,,enable,e6f2f386-6844-51e9-154b-b01497b7a619,wifi_ deleum_webfilter,,
4,accept,,,,"Reverse of ,","DOSSB_Labuan_Leased_Line-10.10.2.0/24, DOSSB_Labuan-192.168.2.0/24",HQ_Vlan20,,,,,,,,,,,always,ALL,Server-192.168.42.0/24,port10,,,,,,1a3310c8-6737-51e9-6785-5cda580e6cc5,,,
61,accept,,,,,Server-192.168.42.0/24,port10,"SSL_VPN_HQ, SSLVPN_temp",,,,default,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,certificate-inspection,,,,enable,976f5c72-689f-51e9-a531-de273dadf8f1,,,
62,accept,,,,,Trust-192.168.0.0/23,port9,SSL_VPN_HQ,,,,default,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,certificate-inspection,,,,enable,72cda238-68a0-51e9-b243-bf87bc164e0f,,,
63,accept,,,,,all,virtual-wan-link,"SSL_VPN_HQ, SSLVPN_temp",,,,,,,enable,,,always,ALL,SSL_VPN_HQ,ssl.root,,,,,,ade35ce6-68a0-51e9-13b4-1b0d311a9d4f,,,
64,accept,,,,,"DOSSB_Labuan_Leased_Line-10.10.2.0/24, DOSSB_Labuan-192.168.2.0/24",HQ_Vlan20,SSL_VPN_HQ,,,,,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,,disable,,,,f2b43b6a-68a0-51e9-1599-9dd0775a4c6b,,,
72,accept,deleum application control,,,,all,virtual-wan-link,DeleumHQ_SSO_user,proxy,,,,all,FSSO policy,enable,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,13129bb4-69c2-51e9-7149-486596f98bae,deleum_webfilter,,
75,accept,,,,,FAZ200F_192.168.30.2,port5,SSL_VPN_HQ,,,,,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,,,,,,7807d82c-6a49-51e9-f290-135463359645,,,
76,accept,,,,,FAZ200F_192.168.30.2,port5,,,,,default,all,,,,,always,ALL,trust_dhcp,port9,certificate-inspection,,,,enable,85a58d12-6a49-51e9-1428-061f3c69eff6,,,
77,accept,,,,,FAZ200F_192.168.30.2,port5,,,,,,all,,,,,always,ALL,Server-192.168.42.0/24,port10,,,,,,a7c0373a-6a49-51e9-8da5-1509c956a28c,,,
78,accept,,,,,FAZ200F_192.168.30.2,port5,,,,,high_security,all,,,,,always,ALL,HQ_Wifi_User-10.10.10.0/23,port6,certificate-inspection,disable,,,enable,d9d966e2-6a49-51e9-cf28-6c079d61a514,,,
79,accept,deleum application control,,,,all,virtual-wan-link,,,,,high_security,,,enable,,,always,ALL,FAZ200F_192.168.30.2,port5,certificate-inspection,,,,enable,0f97c552-6a4b-51e9-9c3a-53da47ca19fb,deleum_webfilter,,
82,accept,,,,,Server-192.168.42.0/24,port10,,,,,default,all,,,,,always,ALL,Miri_WS-192.168.8.0/24,toMiriWH,certificate-inspection,,,,enable,8c609476-6ae9-51e9-0ad7-6edafb151988,,,
83,accept,,,,Reverse of 82,Miri_WS-192.168.8.0/24,toMiriWH,,,,,,,,,,,always,ALL,Server-192.168.42.0/24,port10,,,,,,bfbf0b86-6ae9-51e9-0686-12ada8b11471,,,
84,accept,,,,,Miri_WS-192.168.8.0/24,toMiriWH,SSL_VPN_HQ,,,,,,,,,,always,ALL,SSL_VPN_HQ,ssl.root,,,,,,ea7d5816-6aec-51e9-55e8-f0893d5fd39a,,,
85,accept,,,,,Miri_WS-192.168.8.0/24,toMiriWH,,,,,,disable,,,,,always,ALL,FAZ200F_192.168.30.2,port5,,,,,,825cf894-6aed-51e9-57a0-c7415f1b1d42,,,
86,accept,,,,Reverse of 85,FAZ200F_192.168.30.2,port5,,,,,,all,,,,,always,ALL,Miri_WS-192.168.8.0/24,toMiriWH,,,,,,a78ae234-6aed-51e9-bdbf-8bb52688bdd0,,,
9,accept,,,,,all,virtual-wan-link,,,,,,,,enable,,,always,ALL,"DOSSB_Labuan_Leased_Line-10.10.2.0/24, DOSSB_Labuan-192.168.2.0/24, DOSSB_Labuan_wifi_10.10.22.0/24",HQ_Vlan20,certificate-inspection,disable,,,enable,23f94382-6739-51e9-e7f6-51aa73ff498d,,,
95,accept,,,,,DOSSB_Labuan-192.168.2.0/24,HQ_Vlan20,,,,,,disable,,,,,always,ALL,FAZ200F_192.168.30.2,port5,,,,,,33683cd2-8049-51e9-fca1-704c7fb624a2,,,
96,accept,,,,Reverse of 95,FAZ200F_192.168.30.2,port5,,,,,,all,,,,,always,ALL,DOSSB_Labuan-192.168.2.0/24,HQ_Vlan20,,,,,,747f8b08-8049-51e9-cf55-c0356be8ee0d,,,
